trip10%,trip1%,passenger10%,passenger1%
227711,,224960,
227712,,224968,
227724,,224973,
227734,,224975,
227735,,224978,
227754,,224986,
227755,,224993,
227766,,224996,
227767,,224998,
227771,,225000,
227777,,225002,
227778,,225024,
227779,,225032,
227784,,225033,
227785,,225043,
227794,,225059,
227845,,225066,
227862,,225069,
227863,,225071,
227867,,225107,
227879,,225127,
227884,,225150,
227885,,225157,
227886,,225172,
227910,,225176,
227921,,225191,
227922,,225201,
227943,,225216,
227944,,225233,
227947,,225243,
227948,,225253,
227978,,225262,
227979,,225268,
227980,,225278,
227994,,225306,
228003,,225322,
228013,,225324,
228021,,225330,
228026,,225336,
228027,,225344,
228033,,225354,
228034,,225366,
228040,,225380,
228041,,225389,
228042,,225399,
228047,,225403,
228048,,225406,
228051,,225409,
228052,,225420,
228070,,225424,
228077,,225434,
228078,,225439,
228079,,225441,
228080,,225455,
228101,,225456,
228103,,225460,
228104,,225462,
228118,,225467,
228119,,225480,
228121,,225483,
228122,,225487,
228127,,225492,
228128,,225498,
228141,,225505,
228154,,225518,
228155,,225535,
228197,,225540,
228198,,225545,
228210,,225565,
228211,,225570,
228222,,225573,
228223,,225577,
228259,,225581,
228260,,225596,
228276,,225609,
228277,,225614,
228294,,225619,
228295,,225621,
228302,,225625,
228307,,225631,
228352,,225643,
228353,,225646,
228378,,225655,
228385,,225660,
228399,,225665,
228400,,225670,
228406,,225686,
228417,,225691,
228497,,225707,
228511,,225732,
228512,,225737,
228541,,225745,
228542,,225746,
228545,,225760,
228546,,225763,
228563,,225767,
228564,,225804,
228567,,225810,
228568,,225819,
228569,,225821,
228570,,225822,
228571,,225842,
228683,,225848,
228684,,225852,
228720,,225857,
228721,,225861,
228755,,225863,
228766,,225873,
228767,,225879,
228768,,225905,
228769,,225907,
228770,,225921,
228803,,225925,
228804,,225933,
228805,,225939,
228807,,225944,
228834,,225945,
228862,,225948,
228863,,225956,
228875,,225973,
228876,,225989,
228877,,226001,
228878,,226022,
228920,,226025,
228921,,226027,
228990,,226039,
229011,,226043,
229012,,226053,
229013,,226058,
229018,,226061,
229071,,226063,
229072,,226067,
229079,,226075,
229084,,226089,
229122,,226093,
229123,,226099,
229130,,226107,
229131,,226113,
229151,,226116,
229152,,226125,
229162,,226127,
229243,,226130,
229248,,226142,
229262,,226163,
229263,,226168,
229272,,226178,
229279,,226192,
229280,,226193,
229283,,226208,
229322,,226215,
229327,,226220,
229328,,226228,
229333,,226271,
229364,,226280,
229383,,226284,
229413,,226293,
229424,,226296,
229464,,226300,
229465,,226308,
229480,,226312,
229481,,226345,
229520,,226351,
229546,,226358,
229547,,226366,
229548,,226395,
229555,,226413,
229556,,226433,
229643,,226436,
229644,,226453,
229645,,226476,
229692,,226507,
229693,,226532,
229694,,226541,
229695,,226546,
229723,,226550,
229730,,226552,
229731,,226554,
229732,,226559,
229769,,226583,
229770,,226598,
229795,,226618,
229796,,226633,
229798,,226654,
229799,,226658,
229805,,226662,
229806,,226675,
229841,,226677,
229842,,226678,
229848,,226709,
229849,,226711,
229873,,226721,
229874,,226732,
229909,,226735,
229963,,226741,
229968,,226744,
229969,,226745,
229989,,226762,
229990,,226764,
229991,,226769,
230022,,226783,
230023,,226794,
230026,,226801,
230058,,226804,
230114,,226810,
230115,,226813,
230146,,226839,
230147,,226850,
230153,,226858,
230216,,226863,
230217,,226868,
230294,,226878,
230299,,226902,
230337,,226918,
230338,,226929,
230351,,226935,
230381,,226941,
230382,,226947,
230383,,226965,
230403,,226966,
230404,,226978,
230418,,226984,
230419,,226991,
230420,,226993,
230448,,226997,
230449,,227001,
230454,,227006,
230455,,227010,
230485,,227030,
230486,,227052,
230539,,227067,
230540,,227069,
230541,,227080,
230542,,227085,
230545,,227094,
230546,,227120,
230558,,227138,
230559,,227141,
230580,,227145,
230581,,227164,
230602,,227177,
230603,,227185,
230611,,227196,
230612,,227200,
230613,,227229,
230624,,227237,
230625,,227244,
230653,,227250,
230654,,227260,
230665,,227266,
230666,,227267,
230683,,227269,
230684,,227276,
230687,,227279,
230696,,227285,
230697,,227287,
230698,,227289,
230717,,227308,
230718,,227310,
230756,,227317,
230787,,227324,
230788,,227328,
230804,,227330,
230831,,227348,
230834,,227378,
230835,,227400,
230836,,227402,
230837,,227416,
230845,,227422,
230859,,227435,
230860,,227447,
230876,,227453,
230877,,227470,
230883,,227476,
230884,,227481,
230885,,227486,
230886,,227498,
230887,,227508,
230888,,227520,
230895,,227524,
230896,,227526,
230905,,227546,
230906,,227552,
230951,,227559,
230957,,227569,
230959,,227571,
230965,,227574,
230993,,227584,
230994,,227588,
230995,,227590,
230999,,227600,
231000,,227606,
231006,,227637,
231013,,227655,
231077,,227656,
231078,,227659,
231079,,227665,
231080,,227684,
231081,,227698,
231082,,227701,
231083,,227705,
231086,,227713,
231087,,227731,
231102,,227741,
231103,,227743,
231104,,227747,
231141,,227753,
231142,,227758,
231174,,227769,
231175,,227770,
231195,,227777,
231196,,227787,
231208,,227791,
231255,,227808,
231275,,227813,
231276,,227831,
231295,,227834,
231321,,227840,
231322,,227845,
231364,,227850,
231365,,227869,
231372,,227875,
231373,,227884,
231388,,227910,
231391,,227914,
231392,,227942,
231419,,227944,
231420,,227960,
231446,,227966,
231452,,227970,
231466,,227977,
231467,,227989,
231468,,227993,
231491,,227997,
231492,,228019,
231520,,228029,
231532,,228034,
231533,,228040,
231552,,228073,
231553,,228080,
231554,,228121,
231565,,228125,
231566,,228133,
231579,,228156,
231580,,228186,
231585,,228187,
231611,,228192,
231612,,228194,
231622,,228199,
231627,,228203,
231628,,228211,
231644,,228214,
231645,,228215,
231688,,228216,
231696,,228217,
231723,,228229,
231724,,228246,
231726,,228257,
231727,,228260,
231731,,228276,
231732,,228277,
231749,,228278,
231757,,228281,
231758,,228311,
231774,,228324,
231807,,228327,
231814,,228333,
231815,,228350,
231830,,228354,
231835,,228371,
231836,,228377,
231837,,228385,
231841,,228386,
231842,,228400,
231852,,228401,
231853,,228417,
231858,,228419,
231859,,228430,
231860,,228436,
231861,,228461,
231862,,228485,
231913,,228518,
231914,,228519,
231915,,228532,
231932,,228538,
231933,,228543,
231985,,228550,
231986,,228553,
231987,,228554,
231988,,228555,
231990,,228576,
231991,,228600,
232008,,228612,
232015,,228621,
232016,,228663,
232116,,228675,
232125,,228686,
232126,,228692,
232127,,228705,
232149,,228729,
232150,,228742,
232205,,228745,
232218,,228754,
232219,,228755,
232237,,228757,
232239,,228766,
232257,,228770,
232258,,228774,
232259,,228784,
232260,,228820,
232270,,228836,
232286,,228865,
232287,,228882,
232288,,228891,
232296,,228893,
232297,,228906,
232319,,228939,
232320,,228947,
232330,,228949,
232354,,228958,
232355,,228962,
232388,,228990,
232389,,228993,
232390,,229026,
232394,,229027,
232395,,229041,
232414,,229052,
232415,,229058,
232428,,229075,
232429,,229093,
232445,,229105,
232446,,229106,
232470,,229115,
232471,,229126,
232475,,229134,
232476,,229138,
232477,,229149,
232507,,229164,
232508,,229173,
232561,,229183,
232562,,229186,
232580,,229189,
232581,,229205,
232594,,229215,
232595,,229227,
232599,,229244,
232600,,229249,
232613,,229252,
232614,,229254,
232618,,229260,
232619,,229269,
232665,,229280,
232670,,229283,
232671,,229300,
232676,,229303,
232677,,229307,
232681,,229314,
232682,,229318,
232683,,229342,
232688,,229348,
232689,,229353,
232694,,229355,
232695,,229356,
232739,,229369,
232740,,229375,
232770,,229383,
232780,,229389,
232781,,229395,
232795,,229396,
232796,,229412,
232809,,229414,
232810,,229424,
232828,,229428,
232829,,229432,
232836,,229451,
232837,,229459,
232838,,229482,
232882,,229486,
232886,,229494,
232887,,229496,
232893,,229497,
232915,,229509,
232920,,229520,
232945,,229550,
232946,,229557,
232972,,229562,
232975,,229564,
232976,,229566,
232987,,229584,
232988,,229611,
233028,,229619,
233029,,229622,
233030,,229625,
233062,,229631,
233063,,229650,
233064,,229655,
233065,,229678,
233066,,229704,
233067,,229709,
233070,,229713,
233071,,229718,
233091,,229725,
233173,,229736,
233174,,229746,
233206,,229764,
233207,,229801,
233215,,229805,
233216,,229807,
233267,,229813,
233268,,229818,
233274,,229827,
233275,,229837,
233276,,229853,
233284,,229857,
233297,,229868,
233298,,229891,
233331,,229900,
233332,,229908,
233371,,229913,
233372,,229915,
233398,,229926,
233399,,229938,
233403,,229939,
233424,,229952,
233425,,229958,
233426,,229962,
233450,,229987,
233451,,229991,
233465,,230035,
233472,,230037,
233473,,230044,
233494,,230049,
233495,,230051,
233496,,230058,
233497,,230061,
233512,,230064,
233513,,230070,
233531,,230071,
233558,,230080,
233559,,230082,
233566,,230084,
233567,,230096,
233570,,230108,
233571,,230109,
233661,,230111,
233662,,230139,
233671,,230165,
233672,,230169,
233675,,230192,
233676,,230201,
233686,,230210,
233687,,230212,
233695,,230218,
233696,,230221,
233703,,230223,
233732,,230226,
233733,,230236,
233752,,230256,
233753,,230258,
233797,,230261,
233798,,230279,
233835,,230281,
233836,,230295,
233877,,230307,
233878,,230309,
233882,,230351,
233901,,230352,
233902,,230378,
233947,,230403,
233948,,230425,
234047,,230428,
234048,,230430,
234049,,230434,
234050,,230443,
234060,,230457,
234064,,230479,
234065,,230492,
234074,,230495,
234075,,230503,
234089,,230512,
234108,,230518,
234128,,230532,
234141,,230535,
234144,,230550,
234145,,230558,
234159,,230564,
234160,,230566,
234161,,230572,
234176,,230581,
234177,,230586,
234178,,230600,
234179,,230620,
234180,,230628,
234181,,230634,
234186,,230635,
234187,,230649,
234198,,230655,
234199,,230660,
234225,,230681,
234226,,230682,
234238,,230684,
234239,,230688,
234244,,230694,
234245,,230717,
234246,,230718,
234247,,230737,
234252,,230739,
234253,,230740,
234292,,230750,
234293,,230759,
234295,,230771,
234296,,230790,
234308,,230794,
234309,,230805,
234313,,230820,
234314,,230822,
234338,,230832,
234339,,230834,
234376,,230838,
234377,,230848,
234382,,230850,
234395,,230871,
234402,,230872,
234403,,230874,
234406,,230876,
234411,,230895,
234431,,230899,
234432,,230902,
234447,,230908,
234463,,230912,
234464,,230917,
234491,,230919,
234492,,230922,
234500,,230925,
234501,,230955,
234506,,231004,
234507,,231020,
234514,,231029,
234515,,231031,
234521,,231034,
234522,,231044,
234523,,231050,
234524,,231063,
234551,,231066,
234552,,231081,
234553,,231097,
234554,,231104,
234557,,231158,
234558,,231170,
234559,,231183,
234560,,231204,
234561,,231206,
234576,,231209,
234577,,231223,
234592,,231242,
234593,,231246,
234630,,231257,
234631,,231263,
234714,,231265,
234715,,231280,
234716,,231285,
234761,,231296,
234762,,231311,
234768,,231312,
234769,,231325,
234773,,231344,
234774,,231365,
234778,,231367,
234779,,231368,
234790,,231369,
234812,,231373,
234813,,231387,
234829,,231413,
234859,,231414,
234860,,231421,
234870,,231422,
234871,,231439,
234872,,231456,
234873,,231467,
234874,,231469,
234875,,231473,
234905,,231477,
234906,,231495,
234932,,231509,
234933,,231517,
234946,,231524,
234951,,231526,
234952,,231541,
234965,,231545,
234992,,231556,
234993,,231560,
235040,,231589,
235057,,231596,
235058,,231598,
235059,,231600,
235060,,231602,
235066,,231641,
235084,,231652,
235085,,231655,
235113,,231659,
235114,,231667,
235124,,231668,
235125,,231674,
235126,,231691,
235160,,231692,
235264,,231723,
235265,,231732,
235294,,231738,
235295,,231745,
235296,,231762,
235300,,231767,
235320,,231781,
235321,,231786,
235322,,231793,
235333,,231799,
235334,,231831,
235340,,231832,
235341,,231838,
235351,,231850,
235352,,231855,
235409,,231857,
235410,,231864,
235411,,231877,
235412,,231895,
235466,,231898,
235467,,231904,
235473,,231905,
235474,,231914,
235480,,231921,
235481,,231924,
235496,,231927,
235497,,231929,
235531,,231935,
235532,,231937,
235542,,231949,
235553,,231951,
235554,,231963,
235563,,231964,
235564,,231967,
235567,,231988,
235568,,232020,
235587,,232034,
235588,,232038,
235593,,232066,
235594,,232068,
235627,,232072,
235642,,232089,
235643,,232126,
235644,,232139,
235645,,232145,
235670,,232148,
235671,,232194,
235692,,232197,
235694,,232199,
235695,,232205,
235733,,232217,
235734,,232301,
235766,,232325,
235773,,232341,
235774,,232342,
235788,,232381,
235789,,232383,
235790,,232389,
235811,,232390,
235812,,232394,
235813,,232418,
235815,,232432,
235816,,232436,
235817,,232462,
235849,,232466,
235850,,232471,
235851,,232481,
235858,,232492,
235882,,232521,
235883,,232522,
235910,,232549,
235926,,232562,
235981,,232568,
236033,,232581,
236072,,232587,
236073,,232600,
236129,,232619,
236130,,232625,
236131,,232627,
236145,,232628,
236146,,232636,
236166,,232638,
236167,,232647,
236168,,232655,
236213,,232663,
236214,,232685,
236216,,232697,
236225,,232727,
236237,,232728,
236238,,232734,
236239,,232748,
236240,,232759,
236241,,232780,
236294,,232804,
236295,,232815,
236306,,232827,
236307,,232855,
236308,,232871,
236315,,232882,
236316,,232887,
236357,,232904,
236358,,232905,
236372,,232911,
236391,,232923,
236392,,232926,
236400,,232936,
236401,,232961,
236408,,232963,
236409,,232965,
236426,,232969,
236427,,232970,
236428,,232973,
236462,,232977,
236463,,232988,
236464,,233004,
236465,,233005,
236470,,233009,
236471,,233011,
236472,,233022,
236473,,233037,
236474,,233051,
236475,,233054,
236479,,233059,
236480,,233077,
236489,,233083,
236490,,233085,
236497,,233086,
236498,,233089,
236503,,233091,
236504,,233093,
236505,,233107,
236506,,233116,
236511,,233124,
236514,,233145,
236517,,233148,
236526,,233168,
236527,,233181,
236544,,233203,
236545,,233204,
236566,,233206,
236569,,233207,
236576,,233214,
236577,,233218,
236596,,233220,
236597,,233251,
236612,,233254,
236613,,233260,
236635,,233271,
236636,,233293,
236670,,233296,
236671,,233311,
236672,,233337,
236681,,233338,
236682,,233347,
236699,,233379,
236700,,233380,
236721,,233384,
236722,,233385,
236723,,233389,
236767,,233391,
236768,,233398,
236788,,233422,
236789,,233431,
236795,,233444,
236813,,233454,
236830,,233463,
236855,,233478,
236862,,233493,
236864,,233496,
236865,,233510,
236866,,233529,
236867,,233536,
236870,,233538,
236871,,233544,
236895,,233546,
236896,,233573,
236908,,233583,
236909,,233593,
236910,,233595,
236925,,233602,
236933,,233614,
236934,,233622,
236944,,233636,
236945,,233641,
236946,,233642,
236947,,233643,
236952,,233646,
236953,,233649,
236965,,233669,
236966,,233672,
237013,,233677,
237043,,233678,
237044,,233683,
237047,,233685,
237048,,233701,
237049,,233717,
237053,,233719,
237054,,233727,
237070,,233732,
237071,,233741,
237085,,233744,
237086,,233750,
237089,,233751,
237090,,233755,
237100,,233766,
237101,,233769,
237105,,233771,
237106,,233781,
237118,,233785,
237119,,233793,
237120,,233807,
237121,,233817,
237122,,233855,
237123,,233857,
237188,,233868,
237189,,233870,
237190,,233872,
237191,,233880,
237259,,233884,
237260,,233886,
237279,,233907,
237280,,233923,
237283,,233924,
237320,,233933,
237330,,233934,
237331,,233953,
237332,,233958,
237333,,233960,
237346,,233969,
237349,,233984,
237350,,233991,
237351,,233993,
237352,,234001,
237369,,234002,
237370,,234010,
237396,,234012,
237402,,234035,
237412,,234052,
237413,,234061,
237500,,234072,
237501,,234093,
237524,,234114,
237542,,234119,
237543,,234123,
237557,,234137,
237558,,234141,
237592,,234164,
237624,,234181,
237625,,234193,
237637,,234198,
237638,,234204,
237639,,234209,
237670,,234215,
237693,,234223,
237706,,234228,
237707,,234230,
237720,,234234,
237730,,234235,
237731,,234236,
237742,,234240,
237743,,234244,
237756,,234250,
237808,,234257,
237809,,234260,
237834,,234263,
237835,,234265,
237836,,234266,
237871,,234276,
237872,,234295,
237888,,234312,
237889,,234348,
237890,,234359,
237896,,234368,
237897,,234375,
237899,,234376,
237925,,234391,
237928,,234412,
237981,,234417,
238044,,234418,
238045,,234440,
238081,,234448,
238082,,234457,
238127,,234464,
238128,,234485,
238136,,234494,
238141,,234510,
238142,,234511,
238143,,234520,
238150,,234523,
238151,,234528,
238155,,234551,
238163,,234563,
238166,,234574,
238167,,234582,
238184,,234603,
238185,,234614,
238193,,234626,
238194,,234635,
238197,,234657,
238198,,234658,
238201,,234667,
238202,,234680,
238216,,234723,
238219,,234733,
238220,,234758,
238266,,234765,
238267,,234785,
238268,,234805,
238273,,234806,
238288,,234807,
238289,,234810,
238290,,234816,
238301,,234827,
238302,,234840,
238303,,234858,
238304,,234860,
238305,,234898,
238334,,234900,
238335,,234908,
238394,,234938,
238395,,234955,
238396,,234968,
238397,,234978,
238402,,234980,
238413,,234993,
238414,,235014,
238437,,235016,
238438,,235023,
238472,,235025,
238494,,235036,
238495,,235046,
238507,,235053,
238508,,235080,
238522,,235099,
238523,,235104,
238524,,235118,
238582,,235125,
238583,,235141,
238587,,235147,
238588,,235149,
238596,,235152,
238597,,235156,
238602,,235164,
238603,,235166,
238610,,235177,
238611,,235181,
238636,,235191,
238692,,235194,
238699,,235197,
238700,,235200,
238701,,235210,
238722,,235212,
238728,,235222,
238729,,235246,
238736,,235255,
238739,,235269,
238740,,235274,
238785,,235292,
238786,,235298,
238842,,235307,
238843,,235309,
238923,,235310,
238936,,235329,
238939,,235331,
238940,,235335,
238980,,235336,
238999,,235339,
239000,,235346,
239001,,235360,
239013,,235366,
239014,,235374,
239049,,235385,
239050,,235398,
239084,,235401,
239085,,235418,
239096,,235429,
239097,,235433,
239098,,235435,
239122,,235470,
239123,,235474,
239124,,235476,
239146,,235481,
239149,,235492,
239150,,235494,
239151,,235498,
239156,,235506,
239157,,235514,
239183,,235517,
239184,,235538,
239190,,235544,
239198,,235557,
239199,,235584,
239245,,235621,
239246,,235634,
239264,,235642,
239265,,235651,
239272,,235654,
239273,,235668,
239286,,235676,
239292,,235679,
239293,,235682,
239305,,235694,
239306,,235695,
239312,,235707,
239347,,235710,
239348,,235716,
239349,,235722,
239350,,235727,
239356,,235736,
239364,,235748,
239365,,235758,
239446,,235760,
239447,,235765,
239448,,235770,
239449,,235774,
239452,,235788,
239453,,235792,
239468,,235810,
239469,,235829,
239487,,235850,
239492,,235855,
239493,,235867,
239538,,235880,
239555,,235881,
239556,,235883,
239630,,235884,
239638,,235917,
239639,,235923,
239661,,235924,
239662,,235935,
239663,,235955,
239685,,235965,
239686,,235974,
239717,,235984,
239726,,235991,
239727,,236032,
239732,,236035,
239733,,236039,
239734,,236057,
239735,,236061,
239736,,236063,
239737,,236077,
239738,,236102,
239760,,236108,
239761,,236114,
239800,,236131,
239801,,236132,
239829,,236137,
239830,,236148,
239833,,236191,
239834,,236222,
239850,,236229,
239855,,236236,
239856,,236246,
239900,,236249,
239901,,236254,
239907,,236256,
239908,,236266,
239919,,236275,
239948,,236276,
239949,,236289,
239950,,236316,
239951,,236320,
239995,,236351,
239996,,236354,
240009,,236357,
240010,,236369,
240025,,236371,
240054,,236375,
240073,,236381,
240074,,236382,
240079,,236397,
240086,,236431,
240087,,236439,
240104,,236442,
240112,,236448,
240120,,236465,
240121,,236481,
240133,,236484,
240145,,236489,
240146,,236504,
240147,,236514,
240150,,236521,
240151,,236539,
240152,,236545,
240153,,236549,
240154,,236573,
240155,,236581,
240176,,236586,
240185,,236596,
240191,,236601,
240192,,236642,
240193,,236649,
240194,,236656,
240248,,236662,
240260,,236666,
240261,,236680,
240262,,236693,
240263,,236699,
240270,,236712,
240302,,236714,
240303,,236723,
240304,,236756,
240317,,236761,
240324,,236777,
240325,,236778,
240331,,236816,
240332,,236838,
240337,,236850,
240338,,236858,
240347,,236869,
240350,,236878,
240353,,236883,
240354,,236889,
240381,,236892,
240382,,236915,
240390,,236918,
240391,,236927,
240433,,236946,
240434,,236949,
240446,,236981,
240447,,236986,
240506,,236989,
240522,,236991,
240523,,236992,
240532,,236999,
240533,,237006,
240534,,237009,
240559,,237028,
240560,,237036,
240609,,237037,
240610,,237043,
240637,,237045,
240638,,237047,
240653,,237049,
240654,,237060,
240676,,237065,
240692,,237072,
240700,,237075,
240701,,237093,
240706,,237098,
240707,,237108,
240725,,237110,
240726,,237111,
240743,,237112,
240744,,237121,
240745,,237136,
240746,,237165,
240776,,237176,
240777,,237187,
240778,,237189,
240779,,237211,
240780,,237213,
240786,,237214,
240787,,237217,
240808,,237233,
240815,,237263,
240834,,237277,
240835,,237278,
240848,,237323,
240849,,237340,
240868,,237346,
240869,,237347,
240908,,237349,
240946,,237357,
240968,,237360,
240969,,237381,
240970,,237439,
240971,,237447,
240972,,237450,
240984,,237463,
240985,,237476,
240986,,237484,
241007,,237526,
241011,,237528,
241012,,237546,
241013,,237552,
241030,,237562,
241031,,237583,
241039,,237587,
241040,,237607,
241041,,237614,
241051,,237622,
241052,,237656,
241053,,237673,
241059,,237677,
241060,,237681,
241061,,237693,
241089,,237697,
241090,,237701,
241135,,237704,
241184,,237715,
241185,,237720,
241216,,237733,
241217,,237755,
241224,,237761,
241240,,237767,
241241,,237783,
241243,,237785,
241244,,237790,
241286,,237792,
241321,,237802,
241336,,237804,
241337,,237817,
241350,,237819,
241361,,237849,
241362,,237851,
241399,,237855,
241404,,237870,
241424,,237878,
241425,,237886,
241437,,237895,
241438,,237902,
241442,,237913,
241443,,237917,
241444,,237931,
241478,,237945,
241479,,237946,
241521,,237948,
241522,,237951,
241552,,237954,
241553,,237956,
241554,,237960,
241558,,237966,
241559,,237975,
241564,,237977,
241565,,237993,
241566,,238011,
241567,,238025,
241587,,238076,
241637,,238108,
241638,,238111,
241652,,238118,
241653,,238124,
241654,,238145,
241659,,238146,
241660,,238150,
241740,,238162,
241741,,238164,
241761,,238167,
241762,,238190,
241785,,238207,
241786,,238222,
241800,,238224,
241801,,238229,
241804,,238242,
241805,,238245,
241831,,238254,
241832,,238262,
241833,,238283,
241847,,238300,
241848,,238301,
241852,,238305,
241891,,238314,
241892,,238316,
241900,,238330,
241918,,238334,
241919,,238341,
241948,,238343,
241954,,238350,
241971,,238358,
242000,,238360,
242001,,238362,
242017,,238386,
242018,,238397,
242027,,238401,
242028,,238413,
242049,,238417,
242050,,238421,
242066,,238437,
242067,,238444,
242080,,238450,
242081,,238453,
242093,,238456,
242094,,238462,
242108,,238475,
242109,,238481,
242132,,238483,
242133,,238492,
242142,,238501,
242143,,238534,
242144,,238536,
242180,,238550,
242181,,238555,
242182,,238573,
242183,,238581,
242184,,238590,
242185,,238592,
242186,,238603,
242200,,238624,
242201,,238628,
242204,,238640,
242205,,238646,
242213,,238650,
242216,,238652,
242217,,238659,
242221,,238676,
242222,,238681,
242260,,238685,
242261,,238694,
242330,,238696,
242337,,238704,
242338,,238783,
242341,,238793,
242364,,238810,
242365,,238813,
242373,,238821,
242374,,238825,
242397,,238850,
242398,,238851,
242409,,238856,
242410,,238858,
242436,,238889,
242440,,238890,
242441,,238905,
242454,,238910,
242455,,238913,
242459,,238916,
242460,,238917,
242472,,238926,
242473,,238930,
242474,,238933,
242478,,238946,
242479,,238972,
242524,,238987,
242525,,238988,
242551,,238990,
242552,,238999,
242573,,239002,
242574,,239012,
242588,,239016,
242589,,239030,
242597,,239034,
242598,,239048,
242619,,239053,
242620,,239054,
242628,,239056,
242629,,239058,
242671,,239059,
242672,,239070,
242687,,239086,
242701,,239102,
242702,,239104,
242705,,239114,
242706,,239115,
242715,,239117,
242720,,239134,
242723,,239140,
242736,,239144,
242737,,239160,
242785,,239164,
242786,,239171,
242812,,239179,
242813,,239182,
242824,,239196,
242825,,239219,
242826,,239221,
242829,,239244,
242830,,239248,
242843,,239255,
242844,,239257,
242869,,239259,
242903,,239270,
242904,,239280,
242931,,239288,
242947,,239304,
242948,,239309,
242957,,239316,
242958,,239332,
242959,,239349,
242981,,239354,
242982,,239355,
243010,,239369,
243011,,239370,
243013,,239372,
243035,,239374,
243036,,239388,
243044,,239391,
243045,,239396,
243057,,239400,
243058,,239425,
243059,,239431,
243074,,239447,
243078,,239464,
243079,,239470,
243131,,239482,
243132,,239484,
243133,,239498,
243134,,239511,
243198,,239513,
243199,,239541,
243222,,239543,
243247,,239560,
243257,,239562,
243258,,239567,
243263,,239580,
243264,,239601,
243290,,239603,
243291,,239619,
243292,,239627,
243293,,239648,
243297,,239651,
243312,,239691,
243313,,239692,
243316,,239693,
243333,,239704,
243334,,239710,
243344,,239740,
243345,,239749,
243355,,239760,
243356,,239771,
243366,,239774,
243367,,239775,
243373,,239776,
243374,,239778,
243375,,239791,
243415,,239795,
243416,,239805,
243417,,239814,
243418,,239818,
243426,,239839,
243432,,239847,
243433,,239854,
243500,,239857,
243501,,239861,
243515,,239871,
243516,,239874,
243530,,239886,
243531,,239897,
243551,,239904,
243552,,239912,
243555,,239935,
243556,,239936,
243559,,239937,
243573,,239943,
243594,,239958,
243595,,239969,
243596,,239988,
243597,,239996,
243607,,240010,
243608,,240020,
243609,,240035,
243610,,240039,
243618,,240042,
243619,,240069,
243638,,240072,
243639,,240082,
243640,,240087,
243650,,240090,
243651,,240114,
243652,,240133,
243675,,240157,
243676,,240160,
243680,,240207,
243690,,240208,
243691,,240217,
243709,,240232,
243752,,240235,
243753,,240248,
243771,,240268,
243772,,240270,
243773,,240281,
243779,,240285,
243780,,240304,
243805,,240320,
243810,,240332,
243811,,240344,
243812,,240361,
243824,,240371,
243825,,240375,
243852,,240386,
243853,,240393,
243858,,240396,
243859,,240398,
243866,,240404,
243868,,240410,
243879,,240416,
243880,,240424,
243890,,240455,
243891,,240456,
243892,,240468,
243915,,240499,
243916,,240512,
243918,,240537,
243919,,240551,
243962,,240556,
243963,,240566,
243964,,240568,
243968,,240571,
243994,,240576,
244004,,240578,
244005,,240591,
244006,,240592,
244007,,240596,
244008,,240625,
244009,,240632,
244018,,240641,
244019,,240646,
244029,,240659,
244030,,240680,
244031,,240682,
244032,,240684,
244038,,240692,
244039,,240696,
244064,,240705,
244065,,240717,
244098,,240728,
244111,,240763,
244112,,240784,
244118,,240804,
244119,,240828,
244166,,240854,
244182,,240861,
244212,,240865,
244213,,240871,
244223,,240878,
244224,,240893,
244225,,240895,
244226,,240896,
244227,,240909,
244228,,240924,
244231,,240928,
244232,,240944,
244245,,240948,
244261,,240952,
244264,,240967,
244284,,240979,
244285,,240980,
244313,,240981,
244314,,240987,
244315,,240989,
244316,,240996,
244317,,241020,
244318,,241025,
244329,,241031,
244330,,241034,
244396,,241035,
244397,,241044,
244412,,241050,
244416,,241053,
244417,,241083,
244418,,241092,
244421,,241113,
244436,,241119,
244451,,241139,
244463,,241140,
244464,,241150,
244465,,241155,
244474,,241157,
244481,,241174,
244482,,241177,
244491,,241178,
244507,,241196,
244538,,241206,
244570,,241222,
244571,,241223,
244576,,241257,
244585,,241273,
244586,,241278,
244587,,241295,
244660,,241309,
244661,,241315,
244684,,241334,
244685,,241339,
244701,,241359,
244719,,241366,
244720,,241369,
244731,,241387,
244734,,241394,
244786,,241396,
244787,,241400,
244812,,241416,
244813,,241421,
244814,,241425,
244815,,241443,
244829,,241446,
244830,,241453,
244845,,241474,
244846,,241481,
244936,,241502,
244937,,241505,
244941,,241524,
244942,,241533,
244943,,241535,
244944,,241558,
244945,,241572,
244946,,241604,
244960,,241607,
244961,,241611,
244981,,241618,
244982,,241625,
244983,,241630,
245030,,241631,
245031,,241649,
245032,,241662,
245033,,241687,
245072,,241700,
245090,,241707,
245091,,241711,
245092,,241714,
245130,,241718,
245131,,241739,
245169,,241753,
245170,,241762,
245171,,241785,
245184,,241786,
245185,,241794,
245186,,241798,
245258,,241813,
245259,,241818,
245260,,241824,
245290,,241830,
245291,,241836,
245292,,241844,
245305,,241848,
245306,,241871,
245315,,241884,
245316,,241886,
245328,,241888,
245331,,241901,
245332,,241921,
245353,,241946,
245354,,241949,
245365,,241959,
245366,,241961,
245408,,241967,
245409,,241976,
245424,,241977,
245467,,241985,
245481,,241992,
245504,,241996,
245505,,242008,
245506,,242025,
245507,,242035,
245530,,242038,
245531,,242068,
245532,,242080,
245555,,242090,
245556,,242094,
245569,,242098,
245607,,242099,
245633,,242107,
245634,,242126,
